"n","Id","Name","Period","dim_IC_low","dim_ideology","dim_IC_high","wnom_ideology","bay_ic_low","bay_ideology","bay_ic_high","quant_parties","party_1","party_2","party_3","party_4","Sex","Birth_date"
"415",825,"Roberto Delmastro Naso","Periodo_1",0.0683773948829694,0.0311213259580665,-0.00613474296683643,0.624437630176544,0.501182257751508,0.550631605750017,0.59211378020923,2,"IND","RN",NA,NA,"Masculino","1945-10-17T00:00:00"
"416",825,"Roberto Delmastro Naso","Periodo_2",0.222541118306829,0.182413425533843,0.142285732760857,0.567961454391479,0.781826012131124,0.749728047384307,0.721263931191489,2,"IND","RN",NA,NA,"Masculino","1945-10-17T00:00:00"
"417",825,"Roberto Delmastro Naso","Periodo_3",0.561840557136363,0.591610398638084,0.621380240139805,0.539493203163147,0.593677944303871,0.634951211440209,0.663436837373773,2,"IND","RN",NA,NA,"Masculino","1945-10-17T00:00:00"
"418",825,"Roberto Delmastro Naso","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1945-10-17T00:00:00"
"419",825,"Roberto Delmastro Naso","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1945-10-17T00:00:00"
"420",825,"Roberto Delmastro Naso","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1945-10-17T00:00:00"
"421",826,"Eduardo Díaz Del Río","Periodo_1",-0.0237677159306016,-0.0610237848566872,-0.0982798537827729,0.572880148887634,0.457026587274008,0.503996713377204,0.542805885823367,3,"PRI","UDI","IND",NA,"Masculino","1973-12-17T00:00:00"
"422",826,"Eduardo Díaz Del Río","Periodo_2",-0.374448234082412,-0.414584337451004,-0.454720440819595,-0.565958917140961,-0.224385256505745,-0.270936110665688,-0.325307992872528,3,"PRI","UDI","IND",NA,"Masculino","1973-12-17T00:00:00"
"423",826,"Eduardo Díaz Del Río","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-12-17T00:00:00"
"424",826,"Eduardo Díaz Del Río","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-12-17T00:00:00"
"425",826,"Eduardo Díaz Del Río","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-12-17T00:00:00"
"426",826,"Eduardo Díaz Del Río","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-12-17T00:00:00"
"427",827,"Marcelo Díaz Díaz","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1971-02-06T00:00:00"
"428",827,"Marcelo Díaz Díaz","Periodo_2",-0.982728814287305,-1.02286070962749,-1.06299260496767,-0.951535642147064,-0.923617731031641,-0.975395781230221,-1.01789940618298,2,"PS","IND",NA,NA,"Masculino","1971-02-06T00:00:00"
"429",827,"Marcelo Díaz Díaz","Periodo_3",-0.577309642076808,-0.547543233253996,-0.517776824431183,-0.734972655773163,-1.07743059859107,-1.02435300008327,-0.976330137704439,2,"PS","IND",NA,NA,"Masculino","1971-02-06T00:00:00"
"430",827,"Marcelo Díaz Díaz","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1971-02-06T00:00:00"
"431",827,"Marcelo Díaz Díaz","Periodo_5",-0.810936363621115,-0.781359474316603,-0.751782585012092,-0.779378354549408,-0.838919112602341,-0.884077226012228,-0.950238810206771,2,"PS","IND",NA,NA,"Masculino","1971-02-06T00:00:00"
"432",827,"Marcelo Díaz Díaz","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1971-02-06T00:00:00"
"433",828,"Julio Dittborn Cordua","Periodo_1",0.306673273671948,0.269417204745862,0.232161135819777,0.866161346435547,0.88045101862474,0.922849341774332,0.968554134913256,1,"UDI",NA,NA,NA,"Masculino","1951-10-19T00:00:00"
"434",828,"Julio Dittborn Cordua","Periodo_2",0.333880932340841,0.29374482897225,0.253608725603658,0.791908264160156,1.12418013443462,1.05998536407236,0.993586389803249,1,"UDI",NA,NA,NA,"Masculino","1951-10-19T00:00:00"
"435",828,"Julio Dittborn Cordua","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1951-10-19T00:00:00"
"436",828,"Julio Dittborn Cordua","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1951-10-19T00:00:00"
"437",828,"Julio Dittborn Cordua","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1951-10-19T00:00:00"
"438",828,"Julio Dittborn Cordua","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1951-10-19T00:00:00"
"439",829,"Gonzalo Duarte Leiva","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1953-04-01T00:00:00"
"440",829,"Gonzalo Duarte Leiva","Periodo_2",-0.905047178461424,-0.945187487041009,-0.985327795620595,-0.79326319694519,-0.654057382725977,-0.699941230656105,-0.747023734167535,1,"DC",NA,NA,NA,"Masculino","1953-04-01T00:00:00"
"441",829,"Gonzalo Duarte Leiva","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1953-04-01T00:00:00"
"442",829,"Gonzalo Duarte Leiva","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1953-04-01T00:00:00"
"443",829,"Gonzalo Duarte Leiva","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1953-04-01T00:00:00"
"444",829,"Gonzalo Duarte Leiva","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1953-04-01T00:00:00"
"445",830,"Andrés Egaña Respaldiza","Periodo_1",0.323671400179931,0.286415331253845,0.249159262327759,0.881827354431152,0.919059613164063,0.980553237113877,1.0447351853337,1,"UDI",NA,NA,NA,"Masculino","1947-03-08T00:00:00"
"446",830,"Andrés Egaña Respaldiza","Periodo_2",0.492900164731589,0.452764061362998,0.412627957994407,0.808098018169403,1.16776778292411,1.10904197418452,1.04203818573491,1,"UDI",NA,NA,NA,"Masculino","1947-03-08T00:00:00"
"447",830,"Andrés Egaña Respaldiza","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-03-08T00:00:00"
"448",830,"Andrés Egaña Respaldiza","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-03-08T00:00:00"
"449",830,"Andrés Egaña Respaldiza","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-03-08T00:00:00"
"450",830,"Andrés Egaña Respaldiza","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-03-08T00:00:00"
"451",831,"Edmundo Eluchans Urenda","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1950-01-21T00:00:00"
"452",831,"Edmundo Eluchans Urenda","Periodo_2",0.327522338365886,0.287390443025258,0.247258547684631,0.748656511306763,1.10537791053974,1.01830327760768,0.942682959837129,1,"UDI",NA,NA,NA,"Masculino","1950-01-21T00:00:00"
"453",831,"Edmundo Eluchans Urenda","Periodo_3",1.13992997979757,1.1696998212996,1.19946966280163,0.803788602352142,1.05426496903073,1.09753642561338,1.15267735344722,1,"UDI",NA,NA,NA,"Masculino","1950-01-21T00:00:00"
"454",831,"Edmundo Eluchans Urenda","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1950-01-21T00:00:00"
"455",831,"Edmundo Eluchans Urenda","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1950-01-21T00:00:00"
"456",831,"Edmundo Eluchans Urenda","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1950-01-21T00:00:00"
"457",832,"Francisco Encina Moriamez","Periodo_1",-0.822512013031981,-0.859768081958067,-0.897024150884152,-0.940210998058319,-0.990202100221018,-0.934421023410483,-0.879991020148043,1,"PS",NA,NA,NA,"Masculino","1943-12-18T00:00:00"
"458",832,"Francisco Encina Moriamez","Periodo_2",-1.0604497414932,-1.10058584486179,-1.14072194823038,-0.938614964485168,-0.911438320064385,-0.954611455653834,-1.00631247762508,1,"PS",NA,NA,NA,"Masculino","1943-12-18T00:00:00"
"459",832,"Francisco Encina Moriamez","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1943-12-18T00:00:00"
"460",832,"Francisco Encina Moriamez","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1943-12-18T00:00:00"
"461",832,"Francisco Encina Moriamez","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1943-12-18T00:00:00"
"462",832,"Francisco Encina Moriamez","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1943-12-18T00:00:00"
"463",833,"Marco Enríquez-Ominami Gumucio","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-06-12T00:00:00"
"464",833,"Marco Enríquez-Ominami Gumucio","Periodo_2",-0.684790437281267,-0.724930745860853,-0.765071054440439,-0.905525803565979,-0.89046786054462,-0.952538470210769,-1.01465268908002,1,"IND",NA,NA,NA,"Masculino","1973-06-12T00:00:00"
"465",833,"Marco Enríquez-Ominami Gumucio","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-06-12T00:00:00"
"466",833,"Marco Enríquez-Ominami Gumucio","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-06-12T00:00:00"
"467",833,"Marco Enríquez-Ominami Gumucio","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-06-12T00:00:00"
"468",833,"Marco Enríquez-Ominami Gumucio","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1973-06-12T00:00:00"
"469",834,"Maximiano Errázuriz Eguiguren","Periodo_1",0.10051995881277,0.0632638898866846,0.0260078209605989,0.650457561016083,0.567076283163324,0.624316520230157,0.689671339509885,2,"RN","IND",NA,NA,"Masculino","1945-09-28T00:00:00"
"470",834,"Maximiano Errázuriz Eguiguren","Periodo_2",0.136659340086362,0.0965232367177706,0.0563871333491792,0.538559794425964,0.812752522846403,0.757156348262422,0.681189837712885,2,"RN","IND",NA,NA,"Masculino","1945-09-28T00:00:00"
"471",834,"Maximiano Errázuriz Eguiguren","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1945-09-28T00:00:00"
"472",834,"Maximiano Errázuriz Eguiguren","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1945-09-28T00:00:00"
"473",834,"Maximiano Errázuriz Eguiguren","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1945-09-28T00:00:00"
"474",834,"Maximiano Errázuriz Eguiguren","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1945-09-28T00:00:00"
"475",835,"Alvaro Escobar Rufatt","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1966-12-16T00:00:00"
"476",835,"Alvaro Escobar Rufatt","Periodo_2",-0.417071735803971,-0.457212044383556,-0.497352352963142,-0.760260701179504,-0.491826830287088,-0.53898704710798,-0.593123483882338,1,"IND",NA,NA,NA,"Masculino","1966-12-16T00:00:00"
"477",835,"Alvaro Escobar Rufatt","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1966-12-16T00:00:00"
"478",835,"Alvaro Escobar Rufatt","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1966-12-16T00:00:00"
"479",835,"Alvaro Escobar Rufatt","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1966-12-16T00:00:00"
"480",835,"Alvaro Escobar Rufatt","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1966-12-16T00:00:00"
"481",836,"Marcos Espinosa Monardes","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1962-10-27T00:00:00"
"482",836,"Marcos Espinosa Monardes","Periodo_2",-0.885914581756435,-0.926046477096615,-0.966178372436795,-0.939038217067719,-0.842669286068926,-0.89819292480746,-0.956737725700279,1,"PR",NA,NA,NA,"Masculino","1962-10-27T00:00:00"
"483",836,"Marcos Espinosa Monardes","Periodo_3",-0.612661304666876,-0.582894895843949,-0.553128487021023,-0.643088519573212,-0.880159370807986,-0.826191178574814,-0.786554201453196,1,"PR",NA,NA,NA,"Masculino","1962-10-27T00:00:00"
"484",836,"Marcos Espinosa Monardes","Periodo_4",-1.14499408916822,-1.17144475500301,-1.1978954208378,-0.733448684215546,-0.536376325752082,-0.583629352335767,-0.615114034245646,1,"PR",NA,NA,NA,"Masculino","1962-10-27T00:00:00"
"485",836,"Marcos Espinosa Monardes","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1962-10-27T00:00:00"
"486",836,"Marcos Espinosa Monardes","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1962-10-27T00:00:00"
"487",837,"Fidel Espinoza Sandoval","Periodo_1",-0.720898843124196,-0.758154912049099,-0.795410980974002,-0.924992442131042,-0.942541030064874,-0.889800774104525,-0.82402901212625,1,"PS",NA,NA,NA,"Masculino","1970-01-24T00:00:00"
"488",837,"Fidel Espinoza Sandoval","Periodo_2",-0.740366782819432,-0.78049447559197,-0.820622168364508,-0.935176253318787,-0.872637922123376,-0.962897484198209,-1.04950157902847,1,"PS",NA,NA,NA,"Masculino","1970-01-24T00:00:00"
"489",837,"Fidel Espinoza Sandoval","Periodo_3",-0.341318725678535,-0.311552316856032,-0.281785908033529,-0.684097766876221,-0.967701604697437,-0.914359856144973,-0.875352823339398,1,"PS",NA,NA,NA,"Masculino","1970-01-24T00:00:00"
"490",837,"Fidel Espinoza Sandoval","Periodo_4",-0.806105317106254,-0.832553575201646,-0.859001833297038,-0.708611071109772,-0.513895883421394,-0.560286590296639,-0.60675839794581,1,"PS",NA,NA,NA,"Masculino","1970-01-24T00:00:00"
"491",837,"Fidel Espinoza Sandoval","Periodo_5",-0.243663633082949,-0.214086743778437,-0.184509854473925,-0.567440927028656,-0.557848254472919,-0.599869854994173,-0.633626463057834,1,"PS",NA,NA,NA,"Masculino","1970-01-24T00:00:00"
"492",837,"Fidel Espinoza Sandoval","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1970-01-24T00:00:00"
"493",838,"Enrique Estay Peñaloza","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1958-03-30T00:00:00"
"494",838,"Enrique Estay Peñaloza","Periodo_2",0.161553202337986,0.121421306997359,0.0812894116567311,0.809809625148773,1.16578964719071,1.09733358891671,1.04390134647162,1,"UDI",NA,NA,NA,"Masculino","1958-03-30T00:00:00"
"495",838,"Enrique Estay Peñaloza","Periodo_3",0.619645245107289,0.649415086609319,0.679184928111349,0.784620225429535,1.0105093124955,1.10150047974434,1.18387699669372,1,"UDI",NA,NA,NA,"Masculino","1958-03-30T00:00:00"
"496",838,"Enrique Estay Peñaloza","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1958-03-30T00:00:00"
"497",838,"Enrique Estay Peñaloza","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1958-03-30T00:00:00"
"498",838,"Enrique Estay Peñaloza","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1958-03-30T00:00:00"
"499",839,"Ramón Farías Ponce","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1955-08-23T00:00:00"
"500",839,"Ramón Farías Ponce","Periodo_2",-0.963084694723705,-1.00321659006388,-1.04334848540406,-0.902036964893341,-0.829098671825728,-0.891225697422457,-0.950824184077645,1,"PPD",NA,NA,NA,"Masculino","1955-08-23T00:00:00"
"501",839,"Ramón Farías Ponce","Periodo_3",-0.327202540588348,-0.297436131765421,-0.267669722942495,-0.549224436283112,-0.794038980562335,-0.72187824670109,-0.675314386793595,1,"PPD",NA,NA,NA,"Masculino","1955-08-23T00:00:00"
"502",839,"Ramón Farías Ponce","Periodo_4",-0.740768429320028,-0.767219095154817,-0.793669760989606,-0.691943287849426,-0.501782845631459,-0.553135392618908,-0.598799266914632,1,"PPD",NA,NA,NA,"Masculino","1955-08-23T00:00:00"
"503",839,"Ramón Farías Ponce","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1955-08-23T00:00:00"
"504",839,"Ramón Farías Ponce","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1955-08-23T00:00:00"
"505",840,"Marcelo Forni Lobos","Periodo_1",0.259884925151195,0.22262885622511,0.185372787299024,0.957250416278839,0.962028083754417,1.0736197047918,1.20347024921348,1,"UDI",NA,NA,NA,"Masculino","1967-10-15T00:00:00"
"506",840,"Marcelo Forni Lobos","Periodo_2",0.244349224083096,0.204213120714505,0.164077017345913,0.785699427127838,1.11296405963564,1.05027142198965,0.970306740250291,1,"UDI",NA,NA,NA,"Masculino","1967-10-15T00:00:00"
"507",840,"Marcelo Forni Lobos","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1967-10-15T00:00:00"
"508",840,"Marcelo Forni Lobos","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1967-10-15T00:00:00"
"509",840,"Marcelo Forni Lobos","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1967-10-15T00:00:00"
"510",840,"Marcelo Forni Lobos","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1967-10-15T00:00:00"
"511",841,"Renán Fuentealba Vildósola","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-11-29T00:00:00"
"512",841,"Renán Fuentealba Vildósola","Periodo_2",-0.503495573773868,-0.543635882353453,-0.583776190933039,-0.703070342540741,-0.494893825579491,-0.545322109044868,-0.60533655727398,1,"DC",NA,NA,NA,"Masculino","1947-11-29T00:00:00"
"513",841,"Renán Fuentealba Vildósola","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-11-29T00:00:00"
"514",841,"Renán Fuentealba Vildósola","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-11-29T00:00:00"
"515",841,"Renán Fuentealba Vildósola","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-11-29T00:00:00"
"516",841,"Renán Fuentealba Vildósola","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1947-11-29T00:00:00"
"517",842,"Pablo Galilea Carrillo","Periodo_1",0.0735820045794708,0.0363259356533852,-0.000930133272700459,0.553032696247101,0.476534790408076,0.522260603274082,0.564120963855282,1,"RN",NA,NA,NA,"Masculino","1963-01-31T00:00:00"
"518",842,"Pablo Galilea Carrillo","Periodo_2",0.27655931043649,0.236423207067899,0.196287103699308,0.59753543138504,0.856416285090248,0.811609779571071,0.762086432074409,1,"RN",NA,NA,NA,"Masculino","1963-01-31T00:00:00"
"519",842,"Pablo Galilea Carrillo","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1963-01-31T00:00:00"
"520",842,"Pablo Galilea Carrillo","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1963-01-31T00:00:00"
"521",842,"Pablo Galilea Carrillo","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1963-01-31T00:00:00"
"522",842,"Pablo Galilea Carrillo","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1963-01-31T00:00:00"
"523",843,"René Manuel García García","Periodo_1",0.102450274693321,0.0651942057684178,0.0279381368435149,0.588304042816162,0.515937409424098,0.561842385829072,0.609406856019969,1,"RN",NA,NA,NA,"Masculino","1950-05-24T00:00:00"
"524",843,"René Manuel García García","Periodo_2",0.12007494973796,0.0799472569654216,0.0398195641928834,0.531152129173279,0.757974434175867,0.717902804574746,0.682544993464772,1,"RN",NA,NA,NA,"Masculino","1950-05-24T00:00:00"
"525",843,"René Manuel García García","Periodo_3",0.642466063559064,0.672232472381567,0.70199888120407,0.609915316104889,0.72160944318527,0.757796645858684,0.79948165864859,1,"RN",NA,NA,NA,"Masculino","1950-05-24T00:00:00"
"526",843,"René Manuel García García","Periodo_4",0.00163184181920004,-0.024816416276192,-0.0512646743715839,0.72853034734726,0.905318651524277,0.847187271931983,0.803106783134571,1,"RN",NA,NA,NA,"Masculino","1950-05-24T00:00:00"
"527",843,"René Manuel García García","Periodo_5",0.99239787690344,1.02197476620795,1.05155165551246,0.803912281990051,0.969666550869309,0.922453026713975,0.876498441186201,1,"RN",NA,NA,NA,"Masculino","1950-05-24T00:00:00"
"528",843,"René Manuel García García","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1950-05-24T00:00:00"
"529",844,"Alejandro García-Huidobro Sanfuentes","Periodo_1",0.327382563814745,0.290126494889842,0.252870425964939,0.923247098922729,0.992740910956071,1.05659969119219,1.12761149022746,2,"UDI","UCP",NA,NA,"Masculino","1952-04-19T00:00:00"
"530",844,"Alejandro García-Huidobro Sanfuentes","Periodo_2",0.365766213844689,0.325638521071703,0.285510828298718,0.802091717720032,1.18681659539579,1.12210395500473,1.05786558410285,2,"UDI","UCP",NA,NA,"Masculino","1952-04-19T00:00:00"
"531",844,"Alejandro García-Huidobro Sanfuentes","Periodo_3",0.220234315501636,0.250004157003357,0.279773998505077,0.799900531768799,1.04428631036477,1.11181754546241,1.17530200589018,2,"UDI","UCP",NA,NA,"Masculino","1952-04-19T00:00:00"
"532",844,"Alejandro García-Huidobro Sanfuentes","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1952-04-19T00:00:00"
"533",844,"Alejandro García-Huidobro Sanfuentes","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1952-04-19T00:00:00"
"534",844,"Alejandro García-Huidobro Sanfuentes","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1952-04-19T00:00:00"
"535",845,"Guido Girardi Briere","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1934-11-17T00:00:00"
"536",845,"Guido Girardi Briere","Periodo_2",-0.637439811923634,-0.67758012050322,-0.717720429082805,-0.905623614788055,-0.822378004597233,-0.89417038739447,-0.974144487234669,1,"PPD",NA,NA,NA,"Masculino","1934-11-17T00:00:00"
"537",845,"Guido Girardi Briere","Periodo_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1934-11-17T00:00:00"
"538",845,"Guido Girardi Briere","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1934-11-17T00:00:00"
"539",845,"Guido Girardi Briere","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1934-11-17T00:00:00"
"540",845,"Guido Girardi Briere","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1934-11-17T00:00:00"
"541",846,"Joaquín Godoy Ibáñez","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1977-01-25T00:00:00"
"542",846,"Joaquín Godoy Ibáñez","Periodo_2",0.213072614068053,0.172940718727873,0.132808823387693,0.483320504426956,0.730514528517482,0.693142229358118,0.652598914196483,2,"AMPL","RN",NA,NA,"Masculino","1977-01-25T00:00:00"
"543",846,"Joaquín Godoy Ibáñez","Periodo_3",0.651563758582534,0.68133016740546,0.711096576228387,0.619491696357727,0.722942728214172,0.770736987150464,0.805059697131942,2,"AMPL","RN",NA,NA,"Masculino","1977-01-25T00:00:00"
"544",846,"Joaquín Godoy Ibáñez","Periodo_4",-0.11297463993472,-0.139425305769509,-0.165875971604298,-0.0872474387288094,0.206884849324112,0.160105812561483,0.123571958747705,2,"AMPL","RN",NA,NA,"Masculino","1977-01-25T00:00:00"
"545",846,"Joaquín Godoy Ibáñez","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1977-01-25T00:00:00"
"546",846,"Joaquín Godoy Ibáñez","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Masculino","1977-01-25T00:00:00"
"547",847,"Carolina Goic Boroevic","Periodo_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Femenino","1972-12-20T00:00:00"
"548",847,"Carolina Goic Boroevic","Periodo_2",-0.47433126556856,-0.514463160909188,-0.554595056249815,-0.823949158191681,-0.693608666441173,-0.771852216170089,-0.849788274761832,1,"DC",NA,NA,NA,"Femenino","1972-12-20T00:00:00"
"549",847,"Carolina Goic Boroevic","Periodo_3",-0.125824284865944,-0.0960544433639132,-0.0662846018618829,-0.463218331336975,-0.642698377371915,-0.582226044736503,-0.52520331126439,1,"DC",NA,NA,NA,"Femenino","1972-12-20T00:00:00"
"550",847,"Carolina Goic Boroevic","Periodo_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Femenino","1972-12-20T00:00:00"
"551",847,"Carolina Goic Boroevic","Periodo_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Femenino","1972-12-20T00:00:00"
"552",847,"Carolina Goic Boroevic","Periodo_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Femenino","1972-12-20T00:00:00"
"553",848,"Rodrigo González Torres","Periodo_1",-0.740970494579442,-0.778226563504345,-0.815482632429248,-0.936277747154236,-0.96585783624816,-0.894850847701391,-0.832232142485703,1,"PPD",NA,NA,NA,"Masculino","1941-09-26T00:00:00"
"554",848,"Rodrigo González Torres","Periodo_2",-0.578574157656635,-0.618701850429173,-0.658829543201711,-0.896145939826965,-0.762819981514455,-0.814451176385394,-0.905363166690154,1,"PPD",NA,NA,NA,"Masculino","1941-09-26T00:00:00"
